category,user_id,holdout_review_id,holdout_asin,holdout_product_title,holdout_rating,rank_of_holdout,hit_at_10,ndcg_score,reciprocal_rank,holdout_in_candidate_pool,evaluation_mode,recommendations,recommendation_reasons,candidate_count,retrieval_sources,baseline_recommendations,baseline_rank_of_holdout,baseline_hit_at_10,baseline_ndcg_score,baseline_reciprocal_rank,recommendation_run_id,dcr_classification,status,error_message,model_name,prompt_version,persona_version,embedding_model,output_valid,reviewed_product_recommended,behaviour_passed,recommendation_run_stored,intent_plan_stored,intent_plan_has_retrieval_query,intent_plan_has_constraints,intent_plan_has_model_recorded,candidates_stored,retrieval_sources_stored,score_breakdown_stored,model_name_recorded,prompt_version_recorded,persona_version_recorded,embedding_model_recorded,governance_passed,correct_category_used,request_constraints_reflected,persona_train_products_excluded,holdout_not_wrongly_excluded,cross_domain_values_used,context_passed
Electronics,AEAXAJACFMXIAAH4WOHRMXPSZWFA,52124713c06e13276a7a0591bdab666a,B09K17Z1SY,InfinityLab InstantConnect USB-C to USB-C - 100W PD Ultra-Fast Charging Cable for USB-C Devices - Black 5 feet,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AEAXAJACFMXIAAH4WOHRMXPSZWFA,4e4b4e22cdb0c27902aa596725e90935,B09MY5FPX5,Laptop Stand - Notebook Stand - Sturdy - Foldable Laptop Stand - Height - Adjustable Laptop Stand - Hollow Heat Dissipation Premium Aluminium Portable Adjustable Universally Compatible Laptop Riser,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Electronics,AEAXAJACFMXIAAH4WOHRMXPSZWFA,b6d712b266b5998b5233ce5e12779753,B09SD4971T,"Junfire iPad 10th Generation Matte Screen Protector 2022, iPad 10th Gen 10.9 inch Anti Glare Matte Screen Film, Compatible with Apple Pencil Face ID for Drawing Writing",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,055d1f791f135f998620055c46467912,B0BN8S74G5,"TotalDry Disposable Underpads - Incontinence Bed Pads – FSA HSA Approved Extra Absorbent Waterproof Mattress Protector – Soft and Quiet Pads for Pet Training, Leak-Proof (30X30 Inches - 10 Count)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,08a914478faa69238721476a72fcba66,B0BX57TJTH,"Healthy Delights Naturals, Organic Reds Probiotic’s Powder, Antioxidant Superfood, Naturally Boost Energy, Non-GMO, Delicious Mixed Berry Flavor, 30 Servings- 14.2 ounce",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,11ed6c49c9e2f254c8df47012fbaefc5,B09RG6LXJ2,"NOW Supplements, Mega D-3 & MK-7, 5000 IU / 180 mcg, Bone & Cardiovascular Support*, Vitamins K-3 & K-2, 120 Capsules",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1801598b72c0bb806311c9e1dbe60af0,B0BV1WMJYS,"Jovi Period Pain Support Patch, Nano-Tech Extra Strength Natural Discomfort Support for PMS and Menstrual Cramps, Wearable and Reusable Wellness Patches for Women, (1 Pack + Adhesives)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1a7fbe1e82f10a74d9c6e4daf8d3f982,B09SR8N9L5,"Nature Made Wellblends Elderberry with ImmuneCare, Vitamin D3 and Zinc, with Elderberry Flavor, 30 Fast Dissolve Tablets",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1e08e5a9defcb8560f528270cbc5ca4a,B0B3M4LT3W,"Natrol Sleep+ Recovery, 6 mg Melatonin + Tumeric & Antioxidant Blend, 30 Capsules (Servings), Supports Revitalizing Sleep, Healthy Inflammatory Response & Recovery from Daily Activity, Drug Free",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1feefb7f49b5ddfcbcb86885df76e8fa,B09V6WBXNW,"Clear Passage Extra Strength Nasal Strips, Nasal Dilators for Men & Women, Anti Snoring, Instant Congestion Relief for Cold & Allergy, Improves Sleep, Better Performance, for Day & Night, Black, 50 Ct",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,21d85bba2f98495c5833c79f3cbccc97,B0B2G2T6WC,"Green Gobbler Liquid Hair Drain Clog Remover | For Toilets, Sinks, Tubs & Fresh Scent Drain Sticks | 12 Pack | Drain Cleaner & Deodorizer - Packaging May Vary",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,236dff6f09b15fcf12c9c65d828f312b,B0B6NY9Z13,"30PCS Foot Pads, Natural Bamboo Vinegar Ginger Powder Foot Pads",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,263b5ee76098eb06a35d1ab21a2b5b97,B09LXK6HFQ,"SOLARAY Melatonin 10 mg with Glycine, Extended Release, Healthy Sleep Cycle & Calming Relaxation Support, 100 VegCaps",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,2b78f670ceebddb4621842dcb4a0a50e,B0BC3BBPKK,"Orgain Collagen Creamer with Organic Oatmilk Powder, French Vanilla - 10g of Hydrolyzed Grass-Fed Collagen, 1g of Sugar, Made with MCT, Avocado, and Coconut Oil, No Dairy or Soy, Non-GMO, 10 oz",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,2f90cb03b3154f8e0859ea1f83f8b28b,B0B28RXY3Y,"Depulat Plant Therapy Chamomile Essential Oils Pure Natural Plant Extract for diffusers 100%, Home Care, Candle Making, Aromatherapy and humidifiers. 10 ml (1/3 oz)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,327cb524c2ce4126ab043ce2ab872785,B09XX9RM2P,"Loveinside Wrapping Tissue Paper - 8 Color Rainbow Tissue Paper Bulk for Wrap, Art Crafts, DIY, Pack Bags - 20 x 20 inches - Total 120 Sheets (Black, Gold, White)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,36c4c8dfb18a25e74bf83c36479c7185,B0BJLDKNZ3,"Aspercreme Essential Oils Lidocaine Pain Relief Cream with Rejuvenating Eucalyptus Scent, 3 oz.",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,3e56d29d4aff2484b04223fa4d01ccd7,B0C6H7PP5Y,"Terra Kai Organics Organic Super Fruits and Veggies Supplement Gluten / Gelatin Free, Non GMO, Soy Free & Vegan | Reds and Greens Superfood Capsules | 23 Fruits & 16 Vegetables (180 Count)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,424a2dd6a2629851e7aedbf56ae642fb,B0BN6QV2WS,"UltiCare Insulin Pen Needles for at-Home Insulin Injections, Compatible with Most Pen Injector Devices, Size: 8mm (5/16”) x 31G Short, 50 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,44fe19aaa3e8a579cdcb7dacd0a1f7a2,B09H3PPFHH,"DOSE & CO. Marine Collagen Peptides with Vitamin C for Hair, Skin & Nails, Unflavored - 8oz Powder Supplement",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,4c24b3cfa74b0f8584b273cb6892daad,B09CQCLFCD,Copal Resin Essential Oil Diffuser Blend 30ml by Aromafume | Protium Copal (Burseraceae) Extract | Native to Mexico | Deepened Relaxation & an ambience for Rituals | Charged with Pure Resins,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,4ef5fe85163c634a10d50596a223df12,B0BHTWL9GW,"8Greens Immunity and Mega Energy Fizzy Tablets - Packed with 8 Powerful Super Greens (Peach, 6 Tubes/60 Tablets)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,56a318959c2f96bea3dac63d25650d38,B09RQZF9R2,"Nature Made Wellblends Clear & Focus, L-theanine, Green Tea Caffeine, 5 B vitamins, Fast-Acting Formula, 30 Chewable Tablets, Peppermint flavor",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,5975d09b82cfcda5363a1b02b8220bb7,B0B2ZD2S95,"Helse Clean Ear Pre-Moistened Finger Wipes for Babies - Safely Remove Earwax, Sweat, Oil & Dirt Around & Inside The Ears (50 Count)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,5f6058cb772ea77ab1b9343a494a451b,B0983WSS3D,"Hello Antiplaque and Whitening Fluoride Free Travel Toothpaste, 1 Ounce (Pack of 24), Natural Peppermint with Tea Tree and Coconut Oil, Vegan, SLS Free, Gluten Free and Peroxide Free",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,64c5bc5d11ca0afc8aec01750a8fe545,B0B5B8F9V9,"Leader Nicotine Gum 2 Mg Mint, Sugar Free 10 Ct",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,68e835259a1c2b6fce9535c4f0977cbd,B0B747Y7XH,"JIESHUO 100-Pack Extra Durable Bendy Paper Drinking Straws Biodegradable- Premium Eco-Friendly Flexible Paper Straws Individually Wrapped Drinking Straws for Restaurants and Party supplies 7.7""(Brown)",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,6cb161f5ed4dfa6834b1da0651151818,B09V39SF4W,NEOZEN Collagen Sparkling Drink - Mojito Flavor - Balanced Nutrients for Wellness - Dietary Fiber - Keto-Friendly - No Gluten - No Caffeine - No Preservatives - 11.2 fl oz (12 Pack),5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,6dca3c058704342f600f1c007f5e47b7,B00B0YE3XU,"NOW Supplements, Liquid Hyaluronic Acid, Delicious Berry Flavor, 100 mg Per Serving, 16-Ounce",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,719997eec5f4c6ea2b7c892a9de62621,B09QBR1L5W,"EcoSmart from The Makers of Dixie 100% Recycled Fiber Paper Plates, 8.5in Lunch or Light Dinner Size Disposable, 50 Eco-Friendly Plates",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,71a790bdc1a5086307283fcb9686d492,B0C85JXJJH,"Hefty Slider Storage Calendar Bags, Quart Size, 40 Count (Pack of 4)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,7896e82c6d52383433c982e0a2ad4a39,B0BGT4QL8C,"Carlyle Chlorella Blue Green Algae 500mg | 200 Quick Release Capsules | Non-GMO, Gluten Free",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,7900acaf95419bb5c532ec6cb49bfdb7,B094DZDSX4,"Nutricost Melatonin 3mg, 240 Tablets - 3mg Per Serving, Non-GMO, Gluten Free",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,7995d77432750560907c989d20b7e4e3,B09WW388MM,"White Cloud Ultra PRO Ultra Absorbent Paper Towel, Choose-a-Size Sheets, 6 Packs of 2 TRIPLE Rolls = 36 Regular Rolls",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,830a8177717208b264573ff6b09ae0b1,B007L0DPE0,"Vitafusion Multi+ Immune Support* – 2-in-1 Benefits & Flavors – Adult Gummy Vitamins with Vitamin C, Zinc, Daily Multivitamins, 90 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,86bb8cebeab3b596393782d374db7401,B09RQYP87P,"Nature Made Wellblends ImmuneMAX Gummies, Vitamin C 750mg, Zinc, and Vitamin D3 5000 IU, Immune Support Supplement, 42 Tangerine Flavor Gummies",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,87d027ee338c4a0ab836193dccf9e6db,B09CVCQF3P,"PURIS Organic Pea Protein Crisps, 1LB, Certified Organic Pea Protein Isolate, Keto Protein Crunch, Made 100% in The USA, Non-GMO, Gluten Free, No Sugar, No Soy, 18g Protein, 7g Carbs, Unflavored",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,8e413b45b2318d1e29c3cb72fcb3b7c5,B09ZBY19QG,Dearfoams Women's Fireside Canberra Shearling Cork Footbed Easy on/Off Slide Sandal,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,929825120030533e6aca9623e792d335,B09X5N446N,"DOSE & CO. Collagen Peptide Beauty Supplement Tablets - 2 Pack (180 Tablets), for Hair, Skins & Nails",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,99eac9b3616887ef858a4d2c057f2b7e,B087D3PFRH,"AH! YES CLEANSE Gentle, Organic Foaming Feminine Wash- Rose, pH Matched Vaginal Wash for Women with Natural Ingredients, Banishes Odor, Soothes and Cleanses 5.1 Fl Oz",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,a1cb86fb28f51cbb27699d1abb3b9347,B0BL6GWK1Q,Inflatabase - Inflatable Air Professional Exercise Table/Mat for Physical Therapy Goals with Manual Air Pump for Adult Training Home Exercise Program,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,a484f917dd5eaf616e9650b1ade51a76,B09RX4ZV39,"Amazon Basics Kraft Paper Bags with Handles, 8""x4.75""x10"", 25-Pack, White",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,a78b737d5c4221340c69a178083b420c,B0C9541XQV,"Colgate Optic White Overnight Teeth Whitening Pen, Teeth Stain Remover to Whiten Teeth, 35 Nightly Treatments, 0.08 Fl Oz",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,a914f3849ea7e24047d68d52b5079f8f,B0C85JXJJH,"Hefty Slider Storage Calendar Bags, Quart Size, 40 Count (Pack of 4)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,ab040cdf05f25cc4f2cc0fcd9a997402,B0B9YWR2MV,"Boiron MotionCalm Relief for Nausea, Vomiting, or Dizziness associated with Motion Sickness Due to Travel, Amusement Rides, and Video Games or VR - Non-Drowsy - 60 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,ae100ceb043004a5dfad994ccd5fe6fd,B09NF8PJ6V,"Laird Superfood Functional Mushroom Botanical Blend-Energize-Adaptogen Energetic Boost Dietary Supplement with Lion's Mane Extract, Plant Based, 1.6 oz. Bag, Pack of 1",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,ba1124c18e8f29e1328d3d4de7518c7e,B09WJNFKFK,"Nutricost Colostrum Powder 8 oz, Lactoferrin and Minimum 30% Immunoglobulins (IgG), from Bovine Colostrum, 3g Per Serving, 76 Servings",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,bb9cfd6f8313258500b98dd6cf408466,B0B75NF3H3,"PURAMENTO Large Selenite Crystal Wand - Healing Stone for Reiki, Meditation, Metaphysical, Wicca, Protection (8-12 inch / 20-30cm) (3)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,c2b3027a529e887d54b445c8bd0ff4c5,B09TW354MW,"100% Pure Clove Essential Oil - Premium Clove Oil for Aromatherapy, Massage, Topical & Household Uses - 1 fl oz (Clove)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,c4bb13a3572f50b854ce746939b086aa,B09FZT1Q6Q,"Dayli Vitality Nutritional Blend High in Vitamin C, with Quinoa Sprout and Elderberry to Support Immunity, 5.4 Oz (22 Servings)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,c83fb462f85e3951d0d1bf24f5aa5dc5,B0B9ZMVBTQ,"OLLY Ultra Strength Brain Softgels, Nootropic, Supports Healthy Brain Function, Memory, Focus and Concentration, Omega-3s, Vitamins B6 and B12, 30 Day Supply - 60 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,cd199dd27138ba43a3883dd8ebcab01a,B0B4B3NY21,Dropps Revitalizing Mist: Forest Air (Pack of 3) | Fabric & Air Refresher | For Strong Odors | Aerosol-Free | Powered by Natural Plant-Based Ingredients | Recyclable Glass Bottles,5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,cdc960b23f681fede08dc33042d0cf4d,B09V3BS25N,"NOW Supplements, Lion's Mane 500 mg, Super Mushroom, Made with Organic Lion's Mane Mushrooms, 60 Veg Capsules",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,cf5284d2a336eed1bd312fd1658fe355,B09D119V5H,"KC's Compostable Sandwich Bags & Biodegradable Snack Baggies - 7.0"" x 6.7"" (50ct) - Resealable & Eco-Friendly Ziplock Bags",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,d80b3274ba846a448b1b2829fb39f8eb,B09XGNJ2ZR,"Pipe Cleaners (200 Hard Bristle) for Arts and Crafts and Glass and Pipe Smoking, Easily Cleans and Crafts! Hard Bristle Pipe Cleaners for Pipe Smoking for Glass Long White Pipe Cleaners Craft Supplies",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,d2f1d830a6ffb439e5fbd4789c782f68,B0C961T29Y,"Hefty Ultra Strong Recycled Materials Tall Kitchen Trash Bags, White, Clean Burst Scent, 13 Gallon, 80 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,dfa205c1097d2939d1cd09dd941096b8,B00ZDO6A8O,"Starwest Botanicals Certified Organic Ground Flax Seed Meal Powder, 1 Pound | Gluten Free",4.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,e4b2b320e4b2f3d4d9345aa410160f6e,B0B85R29PW,"Pinalen Max Power Lavender Dreams Multipurpose Cleaner Spray, Kitchen, Floor, Bathroom and Surface Cleaning Product for Home, 22 fl.oz.",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,e825d9dcedcd884f48c020f42309907c,B09XRXV848,"Manitoba Harvest Organic Hemp & Supergreens Powder, 7.5 oz – Green Superfood Powder with 6g of Protein, 3g of Fiber per serving – Vegan, Non-GMO Project Verified - 8 Essential Vitamins & Minerals",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,e887ea348a926269a2825c673e2ce424,B0BN6QV2WS,"UltiCare Insulin Pen Needles for at-Home Insulin Injections, Compatible with Most Pen Injector Devices, Size: 8mm (5/16”) x 31G Short, 50 Count",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,ec042ec2f4658f582e4e8421d753f42b,B0BRQGYX1C,"Sensodyne Natural White Whitening Toothpaste, Charcoal Toothpaste for Whitening Teeth, Mint - 4 oz (Pack of 3)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,ed852da26d12bdd9fa66e65c2aa207c3,B07SVPXCYB,"Georgia-Pacific Brawny Professional H600 Pick-A-Size Lightweight HEF Long Distance Towel Roll by GP PRO (Georgia-Pacific), 29317, White (1 Roll, 1,776 Wipers)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,edf8f42745d097c52b9661cd4c8e7a08,B0B24PCW4C,"Foot Patches,Deep Cleaning Foot Pads, Pure Bamboo Vinegar and Ginger Powder Foot Patches for Foot Care and Body Care (10pcs)",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Health_and_Household,AEAXAJACFMXIAAH4WOHRMXPSZWFA,f87a6c5f856224726afc2448e814eadf,B09DRHXFLT,"Nordic Naturals Blue Light Defense - 60 Soft Gels - Four Phytonutrients with Complementary Antioxidant Capacities - Supports Retinal Health, Visual Function - Non-GMO - 60 Servings",5.0,,,,,,True,,[],,,,,,,,,,skipped,max holdouts per user reached,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AEAZU2CWMBHHJJA4VHMXBRRH5QOA,bbd2f4c677fc562ce4d90c70cd521521,B00099XN2O,"Dial Antibacterial Soap Bars, Spring Water, 4 oz bars, 3 ea",5.0,,,,,,True,,[],,,,,,,,,,skipped,no persona found,,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty_and_Personal_Care,AEAZU2CWMBHHJJA4VHMXBRRH5QOA,ca451d137a9d2cbdead1c17e46f7eb67,B0C23M95BX,"Neutrogena Makeup Remover Cleansing Towelettes, Fragrance Free, 25 ct (Pack of 6)",5.0,,,,,,True,,[],,,,,,,,,,skipped,no persona found,,,,,,,,,,,,,,,,,,,,,,,,,,
